[0, 'ENSMUSG00000102693.1']
[25453, 'ENSMUSG00000034518.14']
[25454, 'ENSMUSG00000110593.1']
[25455, 'ENSMUSG00000042870.15']
[25456, 'ENSMUSG00000110433.1']
[25457, 'ENSMUSG00000110429.1']
[25458, 'ENSMUSG00000005413.8']
[25459, 'ENSMUSG00000005410.6']
[25460, 'ENSMUSG00000110693.1']
[25461, 'ENSMUSG00000110640.1']
[25462, 'ENSMUSG00000034472.13']
[25463, 'ENSMUSG00000110515.1']
[25464, 'ENSMUSG00000110432.1']
[25465, 'ENSMUSG00000110543.1']
[25466, 'ENSMUSG00000049891.4']
[25467, 'ENSMUSG00000110668.1']
[25468, 'ENSMUSG00000110469.1']
[25469, 'ENSMUSG00000031620.16']
[25470, 'ENSMUSG00000103054.1']
[25471, 'ENSMUSG00000101431.1']
[25472, 'ENSMUSG00000110485.1']
[25473, 'ENSMUSG00000110603.1']
[25474, 'ENSMUSG00000077537.1']
[25475, 'ENSMUSG00000110553.1']
[25476, 'ENSMUSG00000064709.1']
[25477, 'ENSMUSG00000110655.1']
[25478, 'ENSMUSG00000098215.1']
[25479, 'ENSMUSG00000110595.1']
[25480, 'ENSMUSG00000074235.4']
[25481, 'ENSMUSG00000099012.1']
[25482, 'ENSMUSG00000087321.1']
[25483, 'ENSMUSG00000031618.13']
[25484, 'ENSMUSG00000089309.1']
[25485, 'ENSMUSG00000088942.1']
[25486, 'ENSMUSG00000037148.8']
[25487, 'ENSMUSG00000110258.1']
[25488, 'ENSMUSG00000110410.1']
[25489, 'ENSMUSG00000109732.1']
[25490, 'ENSMUSG00000109873.1']
[25491, 'ENSMUSG00000097882.2']
[25492, 'ENSMUSG00000037134.17']
[25493, 'ENSMUSG00000087750.1']
[25494, 'ENSMUSG00000109787.1']
[25495, 'ENSMUSG00000031617.16']
[25496, 'ENSMUSG00000086451.8']
[25497, 'ENSMUSG00000086781.1']
[25498, 'ENSMUSG00000109866.1']
[25499, 'ENSMUSG00000031616.7']
[25500, 'ENSMUSG00000087761.1']
[25501, 'ENSMUSG00000110382.1']
[25502, 'ENSMUSG00000109948.1']
[25503, 'ENSMUSG00000110328.1']
[25504, 'ENSMUSG00000037101.16']
[25505, 'ENSMUSG00000031688.4']
[25506, 'ENSMUSG00000110057.1']
[25507, 'ENSMUSG00000037070.10']
[25508, 'ENSMUSG00000031684.11']
[25509, 'ENSMUSG00000110244.1']
[25510, 'ENSMUSG00000112190.1']
[25511, 'ENSMUSG00000109768.1']
[25512, 'ENSMUSG00000031683.16']
[25513, 'ENSMUSG00000069986.4']
[25514, 'ENSMUSG00000110094.1']
[25515, 'ENSMUSG00000109583.1']
[25516, 'ENSMUSG00000064926.1']
[25517, 'ENSMUSG00000071064.15']
[25518, 'ENSMUSG00000031682.5']
[25519, 'ENSMUSG00000110388.1']
[25520, 'ENSMUSG00000037022.3']
[25521, 'ENSMUSG00000097174.2']
[25522, 'ENSMUSG00000031681.16']
[25523, 'ENSMUSG00000109945.1']
[25524, 'ENSMUSG00000109851.1']
[25525, 'ENSMUSG00000109774.1']
[25526, 'ENSMUSG00000109591.1']
[25527, 'ENSMUSG00000097975.1']
[25528, 'ENSMUSG00000036990.13']
[25529, 'ENSMUSG00000094594.2']
[25530, 'ENSMUSG00000058355.8']
[25531, 'ENSMUSG00000098101.1']
[25532, 'ENSMUSG00000036977.8']
[25533, 'ENSMUSG00000110202.1']
[25534, 'ENSMUSG00000110044.1']
[25535, 'ENSMUSG00000110048.1']
[25536, 'ENSMUSG00000110188.1']
[25537, 'ENSMUSG00000064325.4']
[25538, 'ENSMUSG00000098688.1']
[25539, 'ENSMUSG00000109738.1']
[25540, 'ENSMUSG00000082491.1']
[25541, 'ENSMUSG00000109593.1']
[25542, 'ENSMUSG00000110294.1']
[25543, 'ENSMUSG00000051839.7']
[25544, 'ENSMUSG00000086912.3']
[25545, 'ENSMUSG00000042353.9']
[25546, 'ENSMUSG00000031715.14']
[25547, 'ENSMUSG00000110142.1']
[25548, 'ENSMUSG00000031714.9']
[25549, 'ENSMUSG00000109584.1']
[25550, 'ENSMUSG00000109587.1']
[25551, 'ENSMUSG00000098001.1']
[25552, 'ENSMUSG00000098223.1']
[25553, 'ENSMUSG00000038250.9']
[25554, 'ENSMUSG00000037982.16']
[25555, 'ENSMUSG00000109980.1']
[25556, 'ENSMUSG00000094615.2']
[25557, 'ENSMUSG00000109928.1']
[25558, 'ENSMUSG00000097949.1']
[25559, 'ENSMUSG00000037940.17']
[25560, 'ENSMUSG00000090732.1']
[25561, 'ENSMUSG00000090584.1']
[25562, 'ENSMUSG00000091998.2']
[25563, 'ENSMUSG00000089147.1']
[25564, 'ENSMUSG00000109664.1']
[25565, 'ENSMUSG00000110045.1']
[25566, 'ENSMUSG00000031712.10']
[25567, 'ENSMUSG00000065182.1']
[25568, 'ENSMUSG00000097984.1']
[25569, 'ENSMUSG00000109893.1']
[25570, 'ENSMUSG00000031711.7']
[25571, 'ENSMUSG00000109643.1']
[25572, 'ENSMUSG00000047747.10']
[25573, 'ENSMUSG00000109600.1']
[25574, 'ENSMUSG00000109876.1']
[25575, 'ENSMUSG00000074228.3']
[25576, 'ENSMUSG00000031709.15']
[25577, 'ENSMUSG00000110422.1']
[25578, 'ENSMUSG00000031710.4']
[25579, 'ENSMUSG00000035151.12']
[25580, 'ENSMUSG00000035057.7']
[25581, 'ENSMUSG00000082136.1']
[25582, 'ENSMUSG00000002190.13']
[25583, 'ENSMUSG00000063253.11']
[25584, 'ENSMUSG00000110617.1']
[25585, 'ENSMUSG00000110448.1']
[25586, 'ENSMUSG00000047286.7']
[25587, 'ENSMUSG00000110478.1']
[25588, 'ENSMUSG00000033938.5']
[25589, 'ENSMUSG00000031708.17']
[25590, 'ENSMUSG00000110580.1']
[25591, 'ENSMUSG00000110471.1']
[25592, 'ENSMUSG00000110690.1']
[25593, 'ENSMUSG00000005483.10']
[25594, 'ENSMUSG00000019433.9']
[25595, 'ENSMUSG00000057672.16']
[25596, 'ENSMUSG00000019464.6']
[25597, 'ENSMUSG00000005481.18']
[25598, 'ENSMUSG00000002885.14']
[25599, 'ENSMUSG00000098465.1']
[25600, 'ENSMUSG00000110570.1']
[25601, 'ENSMUSG00000084682.1']
[25602, 'ENSMUSG00000013033.16']
[25603, 'ENSMUSG00000105569.1']
[25604, 'ENSMUSG00000105878.1']
[25605, 'ENSMUSG00000074219.3']
[25606, 'ENSMUSG00000005470.8']
[25607, 'ENSMUSG00000005469.10']
[25608, 'ENSMUSG00000079003.3']
[25609, 'ENSMUSG00000046408.15']
[25610, 'ENSMUSG00000098823.1']
[25611, 'ENSMUSG00000074217.8']
[25612, 'ENSMUSG00000080665.1']
[25613, 'ENSMUSG00000047986.12']
[25614, 'ENSMUSG00000005465.9']
[25615, 'ENSMUSG00000045232.4']
[25616, 'ENSMUSG00000074215.2']
[25617, 'ENSMUSG00000056753.3']
[25618, 'ENSMUSG00000031706.7']
[25619, 'ENSMUSG00000076144.1']
[25620, 'ENSMUSG00000037103.8']
[25621, 'ENSMUSG00000012889.8']
[25622, 'ENSMUSG00000036686.16']
[25623, 'ENSMUSG00000008129.14']
[25624, 'ENSMUSG00000080334.1']
[25625, 'ENSMUSG00000056155.6']
[25626, 'ENSMUSG00000076338.1']
[25627, 'ENSMUSG00000065483.2']
[25628, 'ENSMUSG00000097120.1']
[25629, 'ENSMUSG00000103593.1']
[25630, 'ENSMUSG00000065611.1']
[25631, 'ENSMUSG00000065444.1']
[25632, 'ENSMUSG00000065541.1']
[25633, 'ENSMUSG00000105458.1']
[25634, 'ENSMUSG00000097296.1']
[25635, 'ENSMUSG00000035671.6']
[25636, 'ENSMUSG00000019362.8']
[25637, 'ENSMUSG00000004996.9']
[25638, 'ENSMUSG00000004994.12']
[25639, 'ENSMUSG00000109653.1']
[25640, 'ENSMUSG00000034656.18']
[25641, 'ENSMUSG00000064392.1']
[25642, 'ENSMUSG00000086067.1']
[25643, 'ENSMUSG00000053560.5']
[25644, 'ENSMUSG00000118487.1']
[25645, 'ENSMUSG00000001910.5']
[25646, 'ENSMUSG00000001909.16']
[25647, 'ENSMUSG00000001911.16']
[25648, 'ENSMUSG00000034041.5']
[25649, 'ENSMUSG00000074203.4']
[25650, 'ENSMUSG00000053226.7']
[25651, 'ENSMUSG00000033751.5']
[25652, 'ENSMUSG00000003813.15']
[25653, 'ENSMUSG00000003814.8']
[25654, 'ENSMUSG00000087685.1']
[25655, 'ENSMUSG00000003808.18']
[25656, 'ENSMUSG00000098331.1']
[25657, 'ENSMUSG00000003824.12']
[25658, 'ENSMUSG00000003809.14']
[25659, 'ENSMUSG00000054191.9']
[25660, 'ENSMUSG00000003812.13']
[25661, 'ENSMUSG00000053693.16']
[25662, 'ENSMUSG00000092826.1']
[25663, 'ENSMUSG00000048617.16']
[25664, 'ENSMUSG00000052926.16']
[25665, 'ENSMUSG00000111184.1']
[25666, 'ENSMUSG00000005161.15']
[25667, 'ENSMUSG00000118643.1']
[25668, 'ENSMUSG00000052837.7']
[25669, 'ENSMUSG00000052566.8']
[25670, 'ENSMUSG00000052819.6']
[25671, 'ENSMUSG00000052456.9']
[25672, 'ENSMUSG00000041203.9']
[25673, 'ENSMUSG00000031691.14']
[25674, 'ENSMUSG00000077527.1']
[25675, 'ENSMUSG00000087026.7']
[25676, 'ENSMUSG00000008167.14']
[25677, 'ENSMUSG00000099076.1']
[25678, 'ENSMUSG00000095845.3']
[25679, 'ENSMUSG00000060038.14']
[25680, 'ENSMUSG00000005150.16']
[25681, 'ENSMUSG00000059355.13']
[25682, 'ENSMUSG00000005142.10']
[25683, 'ENSMUSG00000074194.4']
[25684, 'ENSMUSG00000089213.1']
[25685, 'ENSMUSG00000110219.1']
[25686, 'ENSMUSG00000110386.1']
[25687, 'ENSMUSG00000110200.1']
[25688, 'ENSMUSG00000062687.6']
[25689, 'ENSMUSG00000051952.5']
[25690, 'ENSMUSG00000031696.9']
[25691, 'ENSMUSG00000031697.12']
[25692, 'ENSMUSG00000088344.1']
[25693, 'ENSMUSG00000031698.14']
[25694, 'ENSMUSG00000084895.1']
[25695, 'ENSMUSG00000036934.9']
[25696, 'ENSMUSG00000109790.1']
[25697, 'ENSMUSG00000103341.1']
[25698, 'ENSMUSG00000031700.11']
[25699, 'ENSMUSG00000031701.6']
[25700, 'ENSMUSG00000110341.1']
[25701, 'ENSMUSG00000109731.1']
[25702, 'ENSMUSG00000036902.11']
[25703, 'ENSMUSG00000098388.1']
[25704, 'ENSMUSG00000031703.8']
[25705, 'ENSMUSG00000109754.1']
[25706, 'ENSMUSG00000036879.15']
[25707, 'ENSMUSG00000090043.1']
[25708, 'ENSMUSG00000098439.1']
[25709, 'ENSMUSG00000088192.1']
[25710, 'ENSMUSG00000065737.1']
[25711, 'ENSMUSG00000036872.16']
[25712, 'ENSMUSG00000106513.1']
[25713, 'ENSMUSG00000047866.18']
[25714, 'ENSMUSG00000082484.1']
[25715, 'ENSMUSG00000064624.1']
[25716, 'ENSMUSG00000036840.5']
[25717, 'ENSMUSG00000074178.3']
[25718, 'ENSMUSG00000031652.11']
[25719, 'ENSMUSG00000098434.1']
[25720, 'ENSMUSG00000098534.1']
[25721, 'ENSMUSG00000109706.1']
[25722, 'ENSMUSG00000099162.1']
[25723, 'ENSMUSG00000088261.1']
[25724, 'ENSMUSG00000066362.5']
[25725, 'ENSMUSG00000110349.1']
[25726, 'ENSMUSG00000098854.1']
[25727, 'ENSMUSG00000098684.1']
[25728, 'ENSMUSG00000099207.7']
[25729, 'ENSMUSG00000098257.1']
[25730, 'ENSMUSG00000098768.1']
[25731, 'ENSMUSG00000098391.2']
[25732, 'ENSMUSG00000098360.1']
[25733, 'ENSMUSG00000098295.1']
[25734, 'ENSMUSG00000097248.9']
[25735, 'ENSMUSG00000031654.16']
[25736, 'ENSMUSG00000097992.1']
[25737, 'ENSMUSG00000098086.1']
[25738, 'ENSMUSG00000069971.5']
[25739, 'ENSMUSG00000089301.1']
[25740, 'ENSMUSG00000045333.15']
[25741, 'ENSMUSG00000110719.1']
[25742, 'ENSMUSG00000118626.1']
[25743, 'ENSMUSG00000036810.16']
[25744, 'ENSMUSG00000031657.16']
[25745, 'ENSMUSG00000055968.1']
[25746, 'ENSMUSG00000099080.1']
[25747, 'ENSMUSG00000062704.3']
[25748, 'ENSMUSG00000036779.12']
[25749, 'ENSMUSG00000031659.13']
[25750, 'ENSMUSG00000031660.13']
[25751, 'ENSMUSG00000110280.1']
[25752, 'ENSMUSG00000031661.12']
[25753, 'ENSMUSG00000110187.1']
[25754, 'ENSMUSG00000031662.8']
[25755, 'ENSMUSG00000055994.15']
[25756, 'ENSMUSG00000036712.15']
[25757, 'ENSMUSG00000109970.1']
[25758, 'ENSMUSG00000110299.1']
[25759, 'ENSMUSG00000056772.3']
[25760, 'ENSMUSG00000109778.1']
[25761, 'ENSMUSG00000099078.1']
[25762, 'ENSMUSG00000031665.7']
[25763, 'ENSMUSG00000094790.2']
[25764, 'ENSMUSG00000069962.3']
[25765, 'ENSMUSG00000064758.1']
[25766, 'ENSMUSG00000088883.1']
[25767, 'ENSMUSG00000043668.13']
[25768, 'ENSMUSG00000109672.1']
[25769, 'ENSMUSG00000109726.1']
[25770, 'ENSMUSG00000109870.1']
[25771, 'ENSMUSG00000110212.1']
[25772, 'ENSMUSG00000105321.1']
[25773, 'ENSMUSG00000110332.1']
[25774, 'ENSMUSG00000056608.14']
[25775, 'ENSMUSG00000110166.1']
[25776, 'ENSMUSG00000109812.1']
[25777, 'ENSMUSG00000109863.1']
[25778, 'ENSMUSG00000074171.2']
[25779, 'ENSMUSG00000110377.1']
[25780, 'ENSMUSG00000089179.1']
[25781, 'ENSMUSG00000031666.15']
[25782, 'ENSMUSG00000031667.16']
[25783, 'ENSMUSG00000109727.1']
[25784, 'ENSMUSG00000110189.1']
[25785, 'ENSMUSG00000109755.1']
[25786, 'ENSMUSG00000110106.1']
[25787, 'ENSMUSG00000089148.1']
[25788, 'ENSMUSG00000110089.1']
[25789, 'ENSMUSG00000033282.14']
[25790, 'ENSMUSG00000109828.1']
[25791, 'ENSMUSG00000109956.1']
[25792, 'ENSMUSG00000055932.15']
[25793, 'ENSMUSG00000110233.1']
[25794, 'ENSMUSG00000110138.1']
[25795, 'ENSMUSG00000110079.1']
[25796, 'ENSMUSG00000109642.1']
[25797, 'ENSMUSG00000109709.1']
[25798, 'ENSMUSG00000110068.1']
[25799, 'ENSMUSG00000090778.1']
[25800, 'ENSMUSG00000110325.1']
[25801, 'ENSMUSG00000110302.1']
[25802, 'ENSMUSG00000110371.1']
[25803, 'ENSMUSG00000110073.1']
[25804, 'ENSMUSG00000110216.1']
[25805, 'ENSMUSG00000110304.1']
[25806, 'ENSMUSG00000031734.13']
[25807, 'ENSMUSG00000046413.14']
[25808, 'ENSMUSG00000099664.1']
[25809, 'ENSMUSG00000099812.1']
[25810, 'ENSMUSG00000109696.1']
[25811, 'ENSMUSG00000110274.1']
[25812, 'ENSMUSG00000101613.1']
[25813, 'ENSMUSG00000065636.1']
[25814, 'ENSMUSG00000110380.1']
[25815, 'ENSMUSG00000110198.1']
[25816, 'ENSMUSG00000110134.1']
[25817, 'ENSMUSG00000031736.11']
[25818, 'ENSMUSG00000095651.1']
[25819, 'ENSMUSG00000031737.11']
[25820, 'ENSMUSG00000110290.1']
[25821, 'ENSMUSG00000031738.14']
[25822, 'ENSMUSG00000110023.1']
[25823, 'ENSMUSG00000078967.5']
[25824, 'ENSMUSG00000031740.8']
[25825, 'ENSMUSG00000109669.1']
[25826, 'ENSMUSG00000033192.5']
[25827, 'ENSMUSG00000078144.4']
[25828, 'ENSMUSG00000080613.1']
[25829, 'ENSMUSG00000055368.14']
[25830, 'ENSMUSG00000109651.1']
[25831, 'ENSMUSG00000071047.5']
[25832, 'ENSMUSG00000078964.2']
[25833, 'ENSMUSG00000057400.14']
[25834, 'ENSMUSG00000110714.1']
[25835, 'ENSMUSG00000056973.6']
[25836, 'ENSMUSG00000110496.1']
[25837, 'ENSMUSG00000061959.13']
[25838, 'ENSMUSG00000110659.1']
[25839, 'ENSMUSG00000031725.8']
[25840, 'ENSMUSG00000057074.6']
[25841, 'ENSMUSG00000074156.6']
[25842, 'ENSMUSG00000110718.1']
[25843, 'ENSMUSG00000110687.1']
[25844, 'ENSMUSG00000110670.1']
[25845, 'ENSMUSG00000110695.1']
[25846, 'ENSMUSG00000118579.1']
[25847, 'ENSMUSG00000058019.13']
[25848, 'ENSMUSG00000110534.1']
[25849, 'ENSMUSG00000110559.1']
[25850, 'ENSMUSG00000110713.1']
[25851, 'ENSMUSG00000110672.1']
[25852, 'ENSMUSG00000097520.2']
[25853, 'ENSMUSG00000031748.16']
[25854, 'ENSMUSG00000093005.1']
[25855, 'ENSMUSG00000031751.14']
[25856, 'ENSMUSG00000031754.10']
[25857, 'ENSMUSG00000033009.15']
[25858, 'ENSMUSG00000110499.1']
[25859, 'ENSMUSG00000031755.6']
[25860, 'ENSMUSG00000031757.7']
[25861, 'ENSMUSG00000031760.9']
[25862, 'ENSMUSG00000110588.1']
[25863, 'ENSMUSG00000031762.7']
[25864, 'ENSMUSG00000031765.8']
[25865, 'ENSMUSG00000110524.1']
[25866, 'ENSMUSG00000032939.14']
[25867, 'ENSMUSG00000110679.1']
[25868, 'ENSMUSG00000110442.1']
[25869, 'ENSMUSG00000110710.1']
[25870, 'ENSMUSG00000065512.3']
[25871, 'ENSMUSG00000031766.4']
[25872, 'ENSMUSG00000089712.2']
[25873, 'ENSMUSG00000090105.2']
[25874, 'ENSMUSG00000031770.16']
[25875, 'ENSMUSG00000094257.2']
[25876, 'ENSMUSG00000097194.2']
[25877, 'ENSMUSG00000074151.13']
[25878, 'ENSMUSG00000098511.1']
[25879, 'ENSMUSG00000034361.10']
[25880, 'ENSMUSG00000031774.8']
[25881, 'ENSMUSG00000050079.10']
[25882, 'ENSMUSG00000110504.1']
[25883, 'ENSMUSG00000031776.17']
[25884, 'ENSMUSG00000031775.5']
[25885, 'ENSMUSG00000110702.1']
[25886, 'ENSMUSG00000088331.1']
[25887, 'ENSMUSG00000031779.3']
[25888, 'ENSMUSG00000110708.1']
[25889, 'ENSMUSG00000031778.13']
[25890, 'ENSMUSG00000031780.2']
[25891, 'ENSMUSG00000031781.14']
[25892, 'ENSMUSG00000090188.1']
[25893, 'ENSMUSG00000031782.15']
[25894, 'ENSMUSG00000031783.10']
[25895, 'ENSMUSG00000040631.8']
[25896, 'ENSMUSG00000063605.5']
[25897, 'ENSMUSG00000061577.12']
[25898, 'ENSMUSG00000070111.4']
[25899, 'ENSMUSG00000031785.16']
[25900, 'ENSMUSG00000060470.7']
[25901, 'ENSMUSG00000110426.1']
[25902, 'ENSMUSG00000031786.7']
[25903, 'ENSMUSG00000031787.8']
[25904, 'ENSMUSG00000110516.1']
[25905, 'ENSMUSG00000031788.14']
[25906, 'ENSMUSG00000110517.1']
[25907, 'ENSMUSG00000110428.1']
[25908, 'ENSMUSG00000110475.1']
[25909, 'ENSMUSG00000031789.17']
[25910, 'ENSMUSG00000090206.8']
[25911, 'ENSMUSG00000046556.7']
[25912, 'ENSMUSG00000031792.15']
[25913, 'ENSMUSG00000031790.8']
[25914, 'ENSMUSG00000031796.7']
[25915, 'ENSMUSG00000046707.9']
[25916, 'ENSMUSG00000110598.1']
[25917, 'ENSMUSG00000110635.1']
[25918, 'ENSMUSG00000110427.1']
[25919, 'ENSMUSG00000036598.4']
[25920, 'ENSMUSG00000110577.1']
[25921, 'ENSMUSG00000048400.13']
[25922, 'ENSMUSG00000081436.1']
[25923, 'ENSMUSG00000110447.1']
[25924, 'ENSMUSG00000110483.1']
[25925, 'ENSMUSG00000031669.10']
[25926, 'ENSMUSG00000110701.1']
[25927, 'ENSMUSG00000036564.17']
[25928, 'ENSMUSG00000031671.11']
[25929, 'ENSMUSG00000036550.16']
[25930, 'ENSMUSG00000065089.1']
[25931, 'ENSMUSG00000106145.1']
[25932, 'ENSMUSG00000105690.1']
[25933, 'ENSMUSG00000065211.3']
[25934, 'ENSMUSG00000110556.1']
[25935, 'ENSMUSG00000074136.9']
[25936, 'ENSMUSG00000110489.1']
[25937, 'ENSMUSG00000061104.5']
[25938, 'ENSMUSG00000110661.1']
[25939, 'ENSMUSG00000036534.6']
[25940, 'ENSMUSG00000031672.8']
[25941, 'ENSMUSG00000110711.1']
[25942, 'ENSMUSG00000110634.1']
[25943, 'ENSMUSG00000110506.1']
[25944, 'ENSMUSG00000110623.1']
[25945, 'ENSMUSG00000077272.1']
[25946, 'ENSMUSG00000110633.1']
[25947, 'ENSMUSG00000110717.1']
[25948, 'ENSMUSG00000077938.1']
[25949, 'ENSMUSG00000110567.1']
[25950, 'ENSMUSG00000110715.1']
[25951, 'ENSMUSG00000110552.1']
[25952, 'ENSMUSG00000089539.1']
[25953, 'ENSMUSG00000077125.1']
[25954, 'ENSMUSG00000109937.1']
[25955, 'ENSMUSG00000081111.3']
[25956, 'ENSMUSG00000098116.1']
[25957, 'ENSMUSG00000109615.1']
[25958, 'ENSMUSG00000109645.1']
[25959, 'ENSMUSG00000109681.1']
[25960, 'ENSMUSG00000110194.1']
[25961, 'ENSMUSG00000080480.1']
[25962, 'ENSMUSG00000110011.1']
[25963, 'ENSMUSG00000089819.1']
[25964, 'ENSMUSG00000036510.17']
[25965, 'ENSMUSG00000109775.1']
[25966, 'ENSMUSG00000065819.1']
[25967, 'ENSMUSG00000086842.2']
[25968, 'ENSMUSG00000090116.1']
[25969, 'ENSMUSG00000052479.5']
[25970, 'ENSMUSG00000083586.2']
[25971, 'ENSMUSG00000109939.1']
[25972, 'ENSMUSG00000071041.4']
[25973, 'ENSMUSG00000081383.1']
[25974, 'ENSMUSG00000110220.1']
[25975, 'ENSMUSG00000110014.1']
[25976, 'ENSMUSG00000109769.1']
[25977, 'ENSMUSG00000087985.1']
[25978, 'ENSMUSG00000088596.1']
[25979, 'ENSMUSG00000110069.1']
[25980, 'ENSMUSG00000031673.6']
[25981, 'ENSMUSG00000110084.1']
[25982, 'ENSMUSG00000109997.1']
[25983, 'ENSMUSG00000078006.1']
[25984, 'ENSMUSG00000110269.1']
[25985, 'ENSMUSG00000063696.7']
[25986, 'ENSMUSG00000109848.1']
[25987, 'ENSMUSG00000109701.1']
[25988, 'ENSMUSG00000110340.1']
[25989, 'ENSMUSG00000109699.1']
[25990, 'ENSMUSG00000110336.1']
[25991, 'ENSMUSG00000110019.1']
[25992, 'ENSMUSG00000110053.1']
[25993, 'ENSMUSG00000031871.9']
[25994, 'ENSMUSG00000109909.1']
[25995, 'ENSMUSG00000031872.14']
[25996, 'ENSMUSG00000074128.4']
[25997, 'ENSMUSG00000110674.1']
[25998, 'ENSMUSG00000110638.1']
[25999, 'ENSMUSG00000110551.1']
[26000, 'ENSMUSG00000035824.7']
[26001, 'ENSMUSG00000054400.16']
[26002, 'ENSMUSG00000074127.6']
[26003, 'ENSMUSG00000031876.18']
[26004, 'ENSMUSG00000110430.2']
[26005, 'ENSMUSG00000110642.1']
[26006, 'ENSMUSG00000078953.1']
[26007, 'ENSMUSG00000035785.6']
[26008, 'ENSMUSG00000110600.1']
[26009, 'ENSMUSG00000031875.7']
[26010, 'ENSMUSG00000096188.1']
[26011, 'ENSMUSG00000110486.1']
[26012, 'ENSMUSG00000035770.8']
[26013, 'ENSMUSG00000110689.1']
[26014, 'ENSMUSG00000110630.1']
[26015, 'ENSMUSG00000052616.10']
[26016, 'ENSMUSG00000077633.1']
[26017, 'ENSMUSG00000031878.18']
[26018, 'ENSMUSG00000031883.13']
[26019, 'ENSMUSG00000110607.1']
[26020, 'ENSMUSG00000048371.8']
[26021, 'ENSMUSG00000031881.6']
[26022, 'ENSMUSG00000031880.7']
[26023, 'ENSMUSG00000110652.1']
[26024, 'ENSMUSG00000031879.14']
[26025, 'ENSMUSG00000023737.14']
[26026, 'ENSMUSG00000110568.1']
[26027, 'ENSMUSG00000110557.2']
[26028, 'ENSMUSG00000105612.1']
[26029, 'ENSMUSG00000118580.1']
[26030, 'ENSMUSG00000110497.1']
[26031, 'ENSMUSG00000055730.16']
[26032, 'ENSMUSG00000110639.1']
[26033, 'ENSMUSG00000110694.1']
[26034, 'ENSMUSG00000069925.6']
[26035, 'ENSMUSG00000050097.6']
[26036, 'ENSMUSG00000089748.2']
[26037, 'ENSMUSG00000061825.10']
[26038, 'ENSMUSG00000031884.10']
[26039, 'ENSMUSG00000110597.1']
[26040, 'ENSMUSG00000031886.14']
[26041, 'ENSMUSG00000118611.1']
[26042, 'ENSMUSG00000062826.7']
[26043, 'ENSMUSG00000031877.9']
[26044, 'ENSMUSG00000110479.1']
[26045, 'ENSMUSG00000091813.4']
[26046, 'ENSMUSG00000110549.1']
[26047, 'ENSMUSG00000069922.12']
[26048, 'ENSMUSG00000110488.1']
[26049, 'ENSMUSG00000062181.14']
[26050, 'ENSMUSG00000110502.1']
[26051, 'ENSMUSG00000060560.8']
[26052, 'ENSMUSG00000099465.1']
[26053, 'ENSMUSG00000031885.14']
[26054, 'ENSMUSG00000064494.1']
[26055, 'ENSMUSG00000084711.1']
[26056, 'ENSMUSG00000031889.9']
[26057, 'ENSMUSG00000069920.10']
[26058, 'ENSMUSG00000031887.13']
[26059, 'ENSMUSG00000033313.11']
[26060, 'ENSMUSG00000033249.10']
[26061, 'ENSMUSG00000014776.7']
[26062, 'ENSMUSG00000014837.15']
[26063, 'ENSMUSG00000110611.1']
[26064, 'ENSMUSG00000043251.6']
[26065, 'ENSMUSG00000014859.9']
[26066, 'ENSMUSG00000014791.10']
[26067, 'ENSMUSG00000099127.1']
[26068, 'ENSMUSG00000070130.1']
[26069, 'ENSMUSG00000041679.9']
[26070, 'ENSMUSG00000014856.12']
[26071, 'ENSMUSG00000014778.10']
[26072, 'ENSMUSG00000014786.8']
[26073, 'ENSMUSG00000014782.16']
[26074, 'ENSMUSG00000051648.13']
[26075, 'ENSMUSG00000054320.16']
[26076, 'ENSMUSG00000014846.12']
[26077, 'ENSMUSG00000039199.6']
[26078, 'ENSMUSG00000110608.1']
[26079, 'ENSMUSG00000031891.6']
[26080, 'ENSMUSG00000013160.7']
[26081, 'ENSMUSG00000104168.1']
[26082, 'ENSMUSG00000005705.10']
[26083, 'ENSMUSG00000110686.1']
[26084, 'ENSMUSG00000038604.9']
[26085, 'ENSMUSG00000089432.1']
[26086, 'ENSMUSG00000098120.1']
[26087, 'ENSMUSG00000102593.1']
[26088, 'ENSMUSG00000005698.15']
[26089, 'ENSMUSG00000080021.5']
[26090, 'ENSMUSG00000050357.9']
[26091, 'ENSMUSG00000038000.10']
[26092, 'ENSMUSG00000005699.16']
[26093, 'ENSMUSG00000013155.10']
[26094, 'ENSMUSG00000013158.6']
[26095, 'ENSMUSG00000013150.15']
[26096, 'ENSMUSG00000037415.7']
[26097, 'ENSMUSG00000031893.7']
[26098, 'ENSMUSG00000036672.5']
[26099, 'ENSMUSG00000036442.8']
[26100, 'ENSMUSG00000110586.1']
[26101, 'ENSMUSG00000008450.8']
[26102, 'ENSMUSG00000036270.16']
[26103, 'ENSMUSG00000044287.6']
[26104, 'ENSMUSG00000048310.8']
[26105, 'ENSMUSG00000031896.7']
[26106, 'ENSMUSG00000087436.1']
[26107, 'ENSMUSG00000031897.9']
[26108, 'ENSMUSG00000035237.7']
[26109, 'ENSMUSG00000017765.17']
[26110, 'ENSMUSG00000099131.1']
[26111, 'ENSMUSG00000110457.2']
[26112, 'ENSMUSG00000031898.9']
[26113, 'ENSMUSG00000053687.15']
[26114, 'ENSMUSG00000115067.1']
[26115, 'ENSMUSG00000065231.1']
[26116, 'ENSMUSG00000031901.12']
[26117, 'ENSMUSG00000115768.1']
